year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version,
2016,Connecticut,CT,Tolland,9013,President,Hillary Clinton,democrat,38506,77424,20191203,
2016,Connecticut,CT,Windham,9015,President,Donald Trump,republican,25747,50823,20191203,
2016,Delaware,DE,Kent,10001,President,Donald Trump,republican,36991,74598,20191203,
2016,Delaware,DE,New Castle,10003,President,Hillary Clinton,democrat,162919,262391,20191203,
2016,Delaware,DE,Sussex,10005,President,Donald Trump,republican,62611,106008,20191203,
2016,District of Columbia,DC,District of Columbia,11001,President,Hillary Clinton,democrat,282830,311268,20191203,
2016,Florida,FL,Alachua,12001,President,Hillary Clinton,democrat,75820,128571,20191203,
2016,Florida,FL,Baker,12003,President,Donald Trump,republican,10294,12634,20191203,
2016,Florida,FL,Bay,12005,President,Donald Trump,republican,62194,87453,20191203,
2016,Florida,FL,Bradford,12007,President,Donald Trump,republican,8913,12098,20191203,
2016,Florida,FL,Brevard,12009,President,Donald Trump,republican,181848,314752,20191203,
2016,Florida,FL,Broward,12011,President,Hillary Clinton,democrat,553320,831951,20191203,
2016,Florida,FL,Calhoun,12013,President,Donald Trump,republican,4655,6081,20191203,
2016,Florida,FL,Charlotte,12015,President,Donald Trump,republican,60218,96374,20191203,
2016,Florida,FL,Citrus,12017,President,Donald Trump,republican,54456,79700,20191203,
2016,Florida,FL,Clay,12019,President,Donald Trump,republican,74963,106483,20191203,
2016,Florida,FL,Collier,12021,President,Donald Trump,republican,105423,170789,20191203,
2016,Florida,FL,Columbia,12023,President,Donald Trump,republican,20368,28707,20191203,
2016,Florida,FL,Desoto,12027,President,Donald Trump,republican,6778,10818,20191203,
2016,Florida,FL,Dixie,12029,President,Donald Trump,republican,5822,7202,20191203,
2016,Florida,FL,Duval,12031,President,Donald Trump,republican,211672,432695,20191203,
2016,Florida,FL,Escambia,12033,President,Donald Trump,republican,88808,152469,20191203,
2016,Florida,FL,Flagler,12035,President,Donald Trump,republican,33850,57503,20191203,
2016,Florida,FL,Franklin,12037,President,Donald Trump,republican,4125,6015,20191203,
2016,Florida,FL,Gadsden,12039,President,Hillary Clinton,democrat,15020,22113,20191203,
2016,Florida,FL,Gilchrist,12041,President,Donald Trump,republican,6740,8420,20191203,
2016,Florida,FL,Glades,12043,President,Donald Trump,republican,2996,4353,20191203,
2016,Florida,FL,Gulf,12045,President,Donald Trump,republican,5329,7293,20191203,
2016,Florida,FL,Hamilton,12047,President,Donald Trump,republican,3443,5460,20191203,
2016,Florida,FL,Hardee,12049,President,Donald Trump,republican,5242,7583,20191203,
2016,Florida,FL,Hendry,12051,President,Donald Trump,republican,6195,11115,20191203,
2016,Florida,FL,Hernando,12053,President,Donald Trump,republican,58970,93796,20191203,
2016,Florida,FL,Highlands,12055,President,Donald Trump,republican,29565,45686,20191203,
2016,Florida,FL,Hillsborough,12057,President,Hillary Clinton,democrat,307896,597660,20191203,
2016,Florida,FL,Holmes,12059,President,Donald Trump,republican,7483,8514,20191203,
2016,Florida,FL,Indian River,12061,President,Donald Trump,republican,48620,80009,20191203,
2016,Florida,FL,Jackson,12063,President,Donald Trump,republican,14257,21041,20191203,
2016,Florida,FL,Jefferson,12065,President,Donald Trump,republican,3930,7645,20191203,
2016,Florida,FL,Lafayette,12067,President,Donald Trump,republican,2809,3392,20191203,
2016,Florida,FL,Lake,12069,President,Donald Trump,republican,102188,170462,20191203,
2016,Florida,FL,Lee,12071,President,Donald Trump,republican,191551,326420,20191203,
2016,Florida,FL,Leon,12073,President,Hillary Clinton,democrat,92068,152132,20191203,
2016,Florida,FL,Levy,12075,President,Donald Trump,republican,13775,19395,20191203,
2016,Florida,FL,Liberty,12077,President,Donald Trump,republican,2543,3296,20191203,
2016,Florida,FL,Madison,12079,President,Donald Trump,republican,4851,8505,20191203,
2016,Florida,FL,Manatee,12081,President,Donald Trump,republican,101944,178958,20191203,
2016,Florida,FL,Marion,12083,President,Donald Trump,republican,107833,174700,20191203,
2016,Florida,FL,Martin,12085,President,Donald Trump,republican,53204,85792,20191203,
2016,Florida,FL,Miami-Dade,12086,President,Hillary Clinton,democrat,624146,980204,20191203,
2016,Florida,FL,Monroe,12087,President,Donald Trump,republican,21904,42478,20191203,
2016,Florida,FL,Nassau,12089,President,Donald Trump,republican,34266,46607,20191203,
2016,Florida,FL,Okaloosa,12091,President,Donald Trump,republican,71893,100855,20191203,
2016,Florida,FL,Okeechobee,12093,President,Donald Trump,republican,9356,13653,20191203,
2016,Florida,FL,Orange,12095,President,Hillary Clinton,democrat,329894,546275,20191203,
2016,Florida,FL,Osceola,12097,President,Hillary Clinton,democrat,85458,140206,20191203,
2016,Florida,FL,Palm Beach,12099,President,Hillary Clinton,democrat,374673,662332,20191203,
2016,Florida,FL,Pasco,12101,President,Donald Trump,republican,142101,241139,20191203,
2016,Florida,FL,Pinellas,12103,President,Donald Trump,republican,239201,492403,20191203,
2016,Florida,FL,Polk,12105,President,Donald Trump,republican,157430,284314,20191203,
2016,Florida,FL,Putnam,12107,President,Donald Trump,republican,22138,33117,20191203,
2016,Florida,FL,Santa Rosa,12113,President,Donald Trump,republican,65339,87745,20191203,
2016,Florida,FL,Sarasota,12115,President,Donald Trump,republican,124438,229063,20191203,
2016,Florida,FL,Seminole,12117,President,Donald Trump,republican,109443,224896,20191203,
2016,Florida,FL,St. Johns,12109,President,Donald Trump,republican,88684,136514,20191203,
2016,Florida,FL,St. Lucie,12111,President,Donald Trump,republican,70289,140847,20191203,
2016,Florida,FL,Sumter,12119,President,Donald Trump,republican,52730,76665,20191203,
2016,Florida,FL,Suwannee,12121,President,Donald Trump,republican,14287,18694,20191203,
2016,Florida,FL,Taylor,12123,President,Donald Trump,republican,6930,9290,20191203,
2016,Florida,FL,Union,12125,President,Donald Trump,republican,4568,5694,20191203,
2016,Florida,FL,Volusia,12127,President,Donald Trump,republican,143007,260869,20191203,
2016,Florida,FL,Wakulla,12129,President,Donald Trump,republican,10512,15351,20191203,
2016,Florida,FL,Walton,12131,President,Donald Trump,republican,25756,33637,20191203,
2016,Florida,FL,Washington,12133,President,Donald Trump,republican,8637,11156,20191203,
2016,Georgia,GA,Appling,13001,President,Donald Trump,republican,5494,7012,20191203,
2016,Georgia,GA,Atkinson,13003,President,Donald Trump,republican,1878,2610,20191203,
2016,Georgia,GA,Bacon,13005,President,Donald Trump,republican,3364,4020,20191203,
2016,Georgia,GA,Baker,13007,President,Donald Trump,republican,775,1440,20191203,
2016,Georgia,GA,Baldwin,13009,President,Hillary Clinton,democrat,7970,16116,20191203,
2016,Georgia,GA,Banks,13011,President,Donald Trump,republican,6134,6975,20191203,
2016,Georgia,GA,Barrow,13013,President,Donald Trump,republican,21108,29060,20191203,
2016,Georgia,GA,Bartow,13015,President,Donald Trump,republican,29911,39550,20191203,
2016,Georgia,GA,Ben Hill,13017,President,Donald Trump,republican,3739,5936,20191203,
2016,Georgia,GA,Berrien,13019,President,Donald Trump,republican,5422,6590,20191203,
2016,Georgia,GA,Bibb,13021,President,Hillary Clinton,democrat,36787,62596,20191203,
2016,Georgia,GA,Bleckley,13023,President,Donald Trump,republican,3719,4974,20191203,
2016,Georgia,GA,Brantley,13025,President,Donald Trump,republican,5567,6301,20191203,
2016,Georgia,GA,Brooks,13027,President,Donald Trump,republican,3701,6336,20191203,
2016,Georgia,GA,Bryan,13029,President,Donald Trump,republican,10529,15173,20191203,
2016,Georgia,GA,Bulloch,13031,President,Donald Trump,republican,15097,25316,20191203,
2016,Georgia,GA,Burke,13033,President,Hillary Clinton,democrat,4731,9351,20191203,
2016,Georgia,GA,Butts,13035,President,Donald Trump,republican,6717,9514,20191203,
2016,Georgia,GA,Calhoun,13037,President,Hillary Clinton,democrat,1179,2025,20191203,
2016,Georgia,GA,Camden,13039,President,Donald Trump,republican,12310,18901,20191203,
2016,Georgia,GA,Candler,13043,President,Donald Trump,republican,2664,3763,20191203,
2016,Georgia,GA,Carroll,13045,President,Donald Trump,republican,30029,44121,20191203,
2016,Georgia,GA,Catoosa,13047,President,Donald Trump,republican,20876,26757,20191203,
2016,Georgia,GA,Charlton,13049,President,Donald Trump,republican,2951,4016,20191203,
2016,Georgia,GA,Chatham,13051,President,Hillary Clinton,democrat,62290,112142,20191203,
2016,Georgia,GA,Chattahoochee,13053,President,Donald Trump,republican,751,1390,20191203,
2016,Georgia,GA,Chattooga,13055,President,Donald Trump,republican,6462,8252,20191203,
2016,Georgia,GA,Cherokee,13057,President,Donald Trump,republican,80649,112043,20191203,
2016,Georgia,GA,Clarke,13059,President,Hillary Clinton,democrat,29603,44976,20191203,
2016,Georgia,GA,Clay,13061,President,Hillary Clinton,democrat,697,1273,20191203,
2016,Georgia,GA,Clayton,13063,President,Hillary Clinton,democrat,78220,92859,20191203,
2016,Georgia,GA,Clinch,13065,President,Donald Trump,republican,1727,2455,20191203,
2016,Georgia,GA,Cobb,13067,President,Hillary Clinton,democrat,160121,330819,20191203,
2016,Georgia,GA,Coffee,13069,President,Donald Trump,republican,9588,13915,20191203,
2016,Georgia,GA,Colquitt,13071,President,Donald Trump,republican,9898,13624,20191203,
2016,Georgia,GA,Columbia,13073,President,Donald Trump,republican,43085,64743,20191203,
2016,Georgia,GA,Cook,13075,President,Donald Trump,republican,4176,6057,20191203,
2016,Georgia,GA,Coweta,13077,President,Donald Trump,republican,42533,61745,20191203,
2016,Georgia,GA,Crawford,13079,President,Donald Trump,republican,3635,5176,20191203,
2016,Georgia,GA,Crisp,13081,President,Donald Trump,republican,4549,7512,20191203,
2016,Georgia,GA,Dade,13083,President,Donald Trump,republican,5051,6242,20191203,
2016,Georgia,GA,Dawson,13085,President,Donald Trump,republican,9900,11765,20191203,
2016,Georgia,GA,Decatur,13087,President,Donald Trump,republican,6020,10286,20191203,
2016,Georgia,GA,DeKalb,13089,President,Hillary Clinton,democrat,251370,314757,20191203,
2016,Georgia,GA,Dodge,13091,President,Donald Trump,republican,5021,7009,20191203,
2016,Georgia,GA,Dooly,13093,President,Donald Trump,republican,1951,3859,20191203,
2016,Georgia,GA,Dougherty,13095,President,Hillary Clinton,democrat,23311,34087,20191203,
2016,Georgia,GA,Douglas,13097,President,Hillary Clinton,democrat,31005,57738,20191203,
2016,Georgia,GA,Early,13099,President,Donald Trump,republican,2552,4785,20191203,
2016,Georgia,GA,Echols,13101,President,Donald Trump,republican,1007,1182,20191203,
2016,Georgia,GA,Effingham,13103,President,Donald Trump,republican,17874,23458,20191203,
2016,Georgia,GA,Elbert,13105,President,Donald Trump,republican,5292,7987,20191203,
2016,Georgia,GA,Emanuel,13107,President,Donald Trump,republican,5335,7860,20191203,
2016,Georgia,GA,Evans,13109,President,Donald Trump,republican,2404,3613,20191203,
2016,Georgia,GA,Fannin,13111,President,Donald Trump,republican,9632,11812,20191203,
2016,Georgia,GA,Fayette,13113,President,Donald Trump,republican,35048,60913,20191203,
2016,Georgia,GA,Floyd,13115,President,Donald Trump,republican,24114,34608,20191203,
2016,Georgia,GA,Forsyth,13117,President,Donald Trump,republican,69851,98221,20191203,
2016,Georgia,GA,Franklin,13119,President,Donald Trump,republican,7054,8502,20191203,
2016,Georgia,GA,Fulton,13121,President,Hillary Clinton,democrat,297051,431391,20191203,
2016,Georgia,GA,Gilmer,13123,President,Donald Trump,republican,10477,12773,20191203,
2016,Georgia,GA,Glascock,13125,President,Donald Trump,republican,1235,1390,20191203,
2016,Georgia,GA,Glynn,13127,President,Donald Trump,republican,21512,34263,20191203,
2016,Georgia,GA,Gordon,13129,President,Donald Trump,republican,15191,18959,20191203,
2016,Georgia,GA,Grady,13131,President,Donald Trump,republican,6053,9213,20191203,
2016,Georgia,GA,Greene,13133,President,Donald Trump,republican,5490,8852,20191203,
2016,Georgia,GA,Gwinnett,13135,President,Hillary Clinton,democrat,166153,328331,20191203,
2016,Georgia,GA,Habersham,13137,President,Donald Trump,republican,13190,16243,20191203,
2016,Georgia,GA,Hall,13139,President,Donald Trump,republican,51733,70694,20191203,
2016,Georgia,GA,Hancock,13141,President,Hillary Clinton,democrat,2701,3580,20191203,
2016,Georgia,GA,Haralson,13143,President,Donald Trump,republican,9585,11357,20191203,
2016,Georgia,GA,Harris,13145,President,Donald Trump,republican,11936,16502,20191203,
2016,Georgia,GA,Hart,13147,President,Donald Trump,republican,7286,10117,20191203,
2016,Georgia,GA,Heard,13149,President,Donald Trump,republican,3370,4223,20191203,
2016,Georgia,GA,Henry,13151,President,Hillary Clinton,democrat,50057,98766,20191203,
2016,Georgia,GA,Houston,13153,President,Donald Trump,republican,35430,60079,20191203,
2016,Georgia,GA,Irwin,13155,President,Donald Trump,republican,2716,3670,20191203,
2016,Georgia,GA,Jackson,13157,President,Donald Trump,republican,21784,27190,20191203,
2016,Georgia,GA,Jasper,13159,President,Donald Trump,republican,4360,6045,20191203,
2016,Georgia,GA,Jeff Davis,13161,President,Donald Trump,republican,4104,5096,20191203,
2016,Georgia,GA,Jefferson,13163,President,Hillary Clinton,democrat,3821,6968,20191203,
2016,Georgia,GA,Jenkins,13165,President,Donald Trump,republican,1895,3056,20191203,
2016,Georgia,GA,Johnson,13167,President,Donald Trump,republican,2519,3686,20191203,
2016,Georgia,GA,Jones,13169,President,Donald Trump,republican,8305,12551,20191203,
2016,Georgia,GA,Lamar,13171,President,Donald Trump,republican,5190,7612,20191203,
2016,Georgia,GA,Lanier,13173,President,Donald Trump,republican,1984,2871,20191203,
2016,Georgia,GA,Laurens,13175,President,Donald Trump,republican,12411,19530,20191203,
2016,Georgia,GA,Lee,13177,President,Donald Trump,republican,10646,14143,20191203,
2016,Georgia,GA,Liberty,13179,President,Hillary Clinton,democrat,9556,16143,20191203,
2016,Georgia,GA,Lincoln,13181,President,Donald Trump,republican,2759,4102,20191203,
2016,Georgia,GA,Long,13183,President,Donald Trump,republican,2626,4117,20191203,
2016,Georgia,GA,Lowndes,13185,President,Donald Trump,republican,21635,37805,20191203,
2016,Georgia,GA,Lumpkin,13187,President,Donald Trump,republican,9619,12425,20191203,
2016,Georgia,GA,Macon,13193,President,Hillary Clinton,democrat,2705,4287,20191203,
2016,Georgia,GA,Madison,13195,President,Donald Trump,republican,9201,11998,20191203,
2016,Georgia,GA,Marion,13197,President,Donald Trump,republican,1921,3190,20191203,
2016,Georgia,GA,McDuffie,13189,President,Donald Trump,republican,5432,9268,20191203,
2016,Georgia,GA,McIntosh,13191,President,Donald Trump,republican,3487,5903,20191203,
2016,Georgia,GA,Meriwether,13199,President,Donald Trump,republican,5222,9217,20191203,
2016,Georgia,GA,Miller,13201,President,Donald Trump,republican,1891,2544,20191203,
2016,Georgia,GA,Mitchell,13205,President,Donald Trump,republican,4279,7880,20191203,
2016,Georgia,GA,Monroe,13207,President,Donald Trump,republican,8832,12687,20191203,
2016,Georgia,GA,Montgomery,13209,President,Donald Trump,republican,2670,3576,20191203,
2016,Georgia,GA,Morgan,13211,President,Donald Trump,republican,6559,9475,20191203,
2016,Georgia,GA,Murray,13213,President,Donald Trump,republican,10341,12458,20191203,
2016,Georgia,GA,Muscogee,13215,President,Hillary Clinton,democrat,39851,69032,20191203,
2016,Georgia,GA,Newton,13217,President,Hillary Clinton,democrat,21943,43987,20191203,
2016,Georgia,GA,Oconee,13219,President,Donald Trump,republican,13425,20149,20191203,
2016,Georgia,GA,Oglethorpe,13221,President,Donald Trump,republican,4625,6674,20191203,
2016,Georgia,GA,Paulding,13223,President,Donald Trump,republican,44662,64890,20191203,
2016,Georgia,GA,Peach,13225,President,Donald Trump,republican,5413,10752,20191203,
2016,Georgia,GA,Pickens,13227,President,Donald Trump,republican,11651,14038,20191203,
2016,Georgia,GA,Pierce,13229,President,Donald Trump,republican,6302,7311,20191203,
2016,Georgia,GA,Pike,13231,President,Donald Trump,republican,7278,8725,20191203,
2016,Georgia,GA,Polk,13233,President,Donald Trump,republican,11014,14215,20191203,
2016,Georgia,GA,Pulaski,13235,President,Donald Trump,republican,2437,3605,20191203,
2016,Georgia,GA,Putnam,13237,President,Donald Trump,republican,6544,9488,20191203,
2016,Georgia,GA,Quitman,13239,President,Donald Trump,republican,575,1044,20191203,
2016,Georgia,GA,Rabun,13241,President,Donald Trump,republican,6287,7992,20191203,
2016,Georgia,GA,Randolph,13243,President,Hillary Clinton,democrat,1598,2899,20191203,
2016,Georgia,GA,Richmond,13245,President,Hillary Clinton,democrat,48814,75515,20191203,
2016,Georgia,GA,Rockdale,13247,President,Hillary Clinton,democrat,23255,37869,20191203,
2016,Georgia,GA,Schley,13249,President,Donald Trump,republican,1472,1909,20191203,
2016,Georgia,GA,Screven,13251,President,Donald Trump,republican,3305,5715,20191203,
2016,Georgia,GA,Seminole,13253,President,Donald Trump,republican,2345,3588,20191203,
